0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11,3.486354608e-11
3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10,3.885902711e-10
2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09,2.312271707e-09
9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09,9.745223295e-09
3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08,3.259852832e-08
9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08,9.204212859e-08
2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07,2.280129223e-07
5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07,5.090607829e-07
