method_key,stage,score,valid,params,metrics,reason
energy_decay_gain,coarse,0.9896455803872817,True,"{""max_gain"": 12.0, ""smoothing_samples"": 15, ""strength"": 1.0}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.2368447915783582, ""deep_gain_ratio"": 2.4447274668839594, ""deep_zone_contrast"": 0.02809672450377618, ""depth_rms_cv"": 1.2003565866007666, ""hot_pixel_ratio"": 0.0026018654884634265, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 11.103188367707604, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=11.852，有效提升=2.554，深浅均衡CV=0.8108，过曝比=0.0001，窗口下限=42。
energy_decay_gain,coarse,0.9788818690851928,True,"{""max_gain"": 12.0, ""smoothing_samples"": 101, ""strength"": 1.2}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.1953443877086127, ""deep_gain_ratio"": 2.304695671120771, ""deep_zone_contrast"": 0.026487369334080243, ""depth_rms_cv"": 1.2200408342061733, ""hot_pixel_ratio"": 0.00307096492663503, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 11.799328718713005, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=12.000，有效提升=2.565，深浅均衡CV=0.7505，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,0.9501923575687452,True,"{""max_gain"": 12.0, ""smoothing_samples"": 31, ""strength"": 1.0}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.1995511244891095, ""deep_gain_ratio"": 2.318626937990488, ""deep_zone_contrast"": 0.026647478373852243, ""depth_rms_cv"": 1.2169357371468557, ""hot_pixel_ratio"": 0.0029018709431080565, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 10.92746298117585, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=11.857，有效提升=2.554，深浅均衡CV=0.7757，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,0.9476091348978666,True,"{""max_gain"": 12.0, ""smoothing_samples"": 61, ""strength"": 1.0}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.176060483547263, ""deep_gain_ratio"": 2.2415787626462444, ""deep_zone_contrast"": 0.02576198034370776, ""depth_rms_cv"": 1.2303720687106263, ""hot_pixel_ratio"": 0.0032236949762722957, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 10.860572388329732, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=12.000，有效提升=2.565，深浅均衡CV=0.7409，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,0.8730431120799985,True,"{""max_gain"": 12.0, ""smoothing_samples"": 101, ""strength"": 1.0}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.0964439334625982, ""deep_gain_ratio"": 1.9935019819351258, ""deep_zone_contrast"": 0.022910887509090854, ""depth_rms_cv"": 1.2962961022678572, ""hot_pixel_ratio"": 0.003769159439262532, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 10.204379125663225, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=12.000，有效提升=2.565，深浅均衡CV=0.6755，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,0.7035459885466819,True,"{""max_gain"": 12.0, ""smoothing_samples"": 101, ""strength"": 0.8}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.9795979290536302, ""deep_gain_ratio"": 1.6633851568271936, ""deep_zone_contrast"": 0.019116926171984853, ""depth_rms_cv"": 1.4399785182092253, ""hot_pixel_ratio"": 0.004461899307260132, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 7.252030974048811, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=9.552，有效提升=2.356，深浅均衡CV=0.6574，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,0.6524360043390095,True,"{""max_gain"": 12.0, ""smoothing_samples"": 61, ""strength"": 0.8}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.0375980429587364, ""deep_gain_ratio"": 1.8224295115310876, ""deep_zone_contrast"": 0.020944788573224963, ""depth_rms_cv"": 1.3624129990096514, ""hot_pixel_ratio"": 0.004145529918725795, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 7.693625409187139, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=9.714，有效提升=2.372，深浅均衡CV=0.6871，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,0.5777403157848751,True,"{""max_gain"": 12.0, ""smoothing_samples"": 31, ""strength"": 0.8}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.0518195113286215, ""deep_gain_ratio"": 1.862855379816558, ""deep_zone_contrast"": 0.021409394341936897, ""depth_rms_cv"": 1.344831947057755, ""hot_pixel_ratio"": 0.0038837069764904816, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 7.702062882738725, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=9.600，有效提升=2.361，深浅均衡CV=0.7056，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,0.5507744324188114,True,"{""max_gain"": 12.0, ""smoothing_samples"": 15, ""strength"": 0.8}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.0797827975589305, ""deep_gain_ratio"": 1.9440400289342632, ""deep_zone_contrast"": 0.022342431971322754, ""depth_rms_cv"": 1.3222790807082117, ""hot_pixel_ratio"": 0.00374188621611302, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 7.937740059241765, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=9.788，有效提升=2.378，深浅均衡CV=0.7252，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,0.39374569798218473,True,"{""max_gain"": 8.0, ""smoothing_samples"": 101, ""strength"": 0.8}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.9566655424998716, ""deep_gain_ratio"": 1.603002385617908, ""deep_zone_contrast"": 0.018422960030391053, ""depth_rms_cv"": 1.5083811871380177, ""hot_pixel_ratio"": 0.004630993290787105, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 6.625254505312273, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=7.974，有效提升=2.194，深浅均衡CV=0.7533，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,0.32876374472915393,True,"{""max_gain"": 8.0, ""smoothing_samples"": 15, ""strength"": 1.2}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.2522747045122422, ""deep_gain_ratio"": 2.4982914931941718, ""deep_zone_contrast"": 0.028712324283685097, ""depth_rms_cv"": 1.28051267844367, ""hot_pixel_ratio"": 0.002950962744777178, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 8.0, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=8.000，有效提升=2.197，深浅均衡CV=1.0042，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,0.29692963789105686,True,"{""max_gain"": 8.0, ""smoothing_samples"": 61, ""strength"": 0.8}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.0097086036831482, ""deep_gain_ratio"": 1.744801073549255, ""deep_zone_contrast"": 0.02005262170997372, ""depth_rms_cv"": 1.4418649746378815, ""hot_pixel_ratio"": 0.004314623902252768, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 7.0504029767490275, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=7.929，有效提升=2.189，深浅均衡CV=0.7895，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,0.2892235801572349,True,"{""max_gain"": 8.0, ""smoothing_samples"": 31, ""strength"": 1.2}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.2270386969689442, ""deep_gain_ratio"": 2.4111132250182963, ""deep_zone_contrast"": 0.027710403285605128, ""depth_rms_cv"": 1.2927744392917795, ""hot_pixel_ratio"": 0.0031473299514536627, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 8.0, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=8.000，有效提升=2.197，深浅均衡CV=0.9920，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,0.28165780709969956,True,"{""max_gain"": 8.0, ""smoothing_samples"": 61, ""strength"": 1.2}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.2088393977737883, ""deep_gain_ratio"": 2.3495948484899634, ""deep_zone_contrast"": 0.027003385877468738, ""depth_rms_cv"": 1.3017723661188334, ""hot_pixel_ratio"": 0.003365515736649757, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 8.0, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=8.000，有效提升=2.197，深浅均衡CV=0.9622，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,0.24638616957625836,True,"{""max_gain"": 8.0, ""smoothing_samples"": 101, ""strength"": 1.0}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.0406360519017193, ""deep_gain_ratio"": 1.831017115632148, ""deep_zone_contrast"": 0.021043484051491312, ""depth_rms_cv"": 1.413911718125855, ""hot_pixel_ratio"": 0.004194621720394916, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 7.87518580705267, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=8.000，有效提升=2.197，深浅均衡CV=0.8037，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,0.22299275459672663,True,"{""max_gain"": 8.0, ""smoothing_samples"": 15, ""strength"": 1.0}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.178645543988866, ""deep_gain_ratio"": 2.249969279998653, ""deep_zone_contrast"": 0.02585841074655968, ""depth_rms_cv"": 1.3227599607189657, ""hot_pixel_ratio"": 0.003360061092019855, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 7.978988890831485, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=8.000，有效提升=2.197，深浅均衡CV=0.9523，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,0.2023412195518537,True,"{""max_gain"": 8.0, ""smoothing_samples"": 31, ""strength"": 0.8}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.0215532615850587, ""deep_gain_ratio"": 1.7775056079265097, ""deep_zone_contrast"": 0.02042848785655619, ""depth_rms_cv"": 1.42506666712491, ""hot_pixel_ratio"": 0.004167348497245404, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 7.113950536793678, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=7.756，有效提升=2.170，深浅均衡CV=0.8079，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,0.1856330428395644,True,"{""max_gain"": 8.0, ""smoothing_samples"": 31, ""strength"": 1.0}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.1425540459244734, ""deep_gain_ratio"": 2.1347644820642384, ""deep_zone_contrast"": 0.0245343868981255, ""depth_rms_cv"": 1.339166804940513, ""hot_pixel_ratio"": 0.0035455190094365353, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 7.962678921489575, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=8.000，有效提升=2.197，深浅均衡CV=0.9168，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,0.1816570479474633,True,"{""max_gain"": 8.0, ""smoothing_samples"": 101, ""strength"": 1.2}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.1280002908023066, ""deep_gain_ratio"": 2.0894722727375155, ""deep_zone_contrast"": 0.024013853323378086, ""depth_rms_cv"": 1.3539131670070261, ""hot_pixel_ratio"": 0.0037473408607429227, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 8.0, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=8.000，有效提升=2.197，深浅均衡CV=0.8821，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,0.16955442208969662,True,"{""max_gain"": 8.0, ""smoothing_samples"": 61, ""strength"": 1.0}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.1158376316630663, ""deep_gain_ratio"": 2.0521236641764022, ""deep_zone_contrast"": 0.023584613835723252, ""depth_rms_cv"": 1.353389113082199, ""hot_pixel_ratio"": 0.0037473408607429227, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 7.972055321227031, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=8.000，有效提升=2.197，深浅均衡CV=0.8762，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,0.14559483116803995,True,"{""max_gain"": 8.0, ""smoothing_samples"": 15, ""strength"": 0.8}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.0484546072063512, ""deep_gain_ratio"": 1.853238335238167, ""deep_zone_contrast"": 0.021298867726712998, ""depth_rms_cv"": 1.4053822372499045, ""hot_pixel_ratio"": 0.0038946162657502864, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 7.240105021681612, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=7.748，有效提升=2.169，深浅均衡CV=0.8324，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,-0.05154274513411283,True,"{""max_gain"": 6.0, ""smoothing_samples"": 101, ""strength"": 0.8}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.9320510709792383, ""deep_gain_ratio"": 1.5397129706888386, ""deep_zone_contrast"": 0.017695588460612862, ""depth_rms_cv"": 1.5820799057991273, ""hot_pixel_ratio"": 0.004832815142093492, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 5.739561893511168, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=6.000，有效提升=1.946，深浅均衡CV=0.8524，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,-0.15342745417845416,True,"{""max_gain"": 6.0, ""smoothing_samples"": 61, ""strength"": 0.8}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.9839613823515759, ""deep_gain_ratio"": 1.6750321055523112, ""deep_zone_contrast"": 0.019250782036931768, ""depth_rms_cv"": 1.5221114651747623, ""hot_pixel_ratio"": 0.004532809687448863, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 5.867498262859279, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=6.000，有效提升=1.946，深浅均衡CV=0.8918，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,-0.165920635776172,True,"{""max_gain"": 12.0, ""smoothing_samples"": 15, ""strength"": 0.5}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.8641371527759885, ""deep_gain_ratio"": 1.3729577024169364, ""deep_zone_contrast"": 0.015779106195961595, ""depth_rms_cv"": 1.6797184123436852, ""hot_pixel_ratio"": 0.004887361588392516, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 3.794659118337757, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=4.762，有效提升=1.751，深浅均衡CV=0.8482，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,-0.1744757032274591,True,"{""max_gain"": 12.0, ""smoothing_samples"": 31, ""strength"": 0.5}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.8485401468477927, ""deep_gain_ratio"": 1.3362338029754386, ""deep_zone_contrast"": 0.01535704635522716, ""depth_rms_cv"": 1.701195659477723, ""hot_pixel_ratio"": 0.005007363770250369, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 3.683799127649777, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=4.641，有效提升=1.730，深浅均衡CV=0.8465，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,-0.18921509975954431,True,"{""max_gain"": 12.0, ""smoothing_samples"": 61, ""strength"": 0.5}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.8448043019160951, ""deep_gain_ratio"": 1.3275222783477871, ""deep_zone_contrast"": 0.01525692668512628, ""depth_rms_cv"": 1.7199713079989354, ""hot_pixel_ratio"": 0.005105547373588611, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 3.638995549468673, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=4.619，有效提升=1.726，深浅均衡CV=0.8559，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,-0.20961480264335197,True,"{""max_gain"": 6.0, ""smoothing_samples"": 101, ""strength"": 1.0}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.0087978010184102, ""deep_gain_ratio"": 1.7423022395623622, ""deep_zone_contrast"": 0.02002390315092718, ""depth_rms_cv"": 1.510599549658178, ""hot_pixel_ratio"": 0.004532809687448863, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 6.0000000018404895, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=6.000，有效提升=1.946，深浅均衡CV=0.9082，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,-0.2252116222618038,True,"{""max_gain"": 6.0, ""smoothing_samples"": 31, ""strength"": 0.8}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.9971623086672738, ""deep_gain_ratio"": 1.7105791178009904, ""deep_zone_contrast"": 0.019659316167468823, ""depth_rms_cv"": 1.5063058939540248, ""hot_pixel_ratio"": 0.004369170348551792, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 5.868153319319891, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=6.000，有效提升=1.946，深浅均衡CV=0.9095，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,-0.23814048507980012,True,"{""max_gain"": 8.0, ""smoothing_samples"": 15, ""strength"": 0.5}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.8618735988428335, ""deep_gain_ratio"": 1.3675924592258981, ""deep_zone_contrast"": 0.015717444615324757, ""depth_rms_cv"": 1.6920327723354536, ""hot_pixel_ratio"": 0.004887361588392516, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 3.763613910282501, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=4.559，有效提升=1.715，深浅均衡CV=0.8821，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,-0.23970177904375545,True,"{""max_gain"": 8.0, ""smoothing_samples"": 31, ""strength"": 0.5}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.8466026414743487, ""deep_gain_ratio"": 1.33171171962358, ""deep_zone_contrast"": 0.015305075028426374, ""depth_rms_cv"": 1.7125230995351526, ""hot_pixel_ratio"": 0.005018273059510173, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 3.6582903529035566, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=4.473，有效提升=1.700，深浅均衡CV=0.8783，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,-0.24331351258382128,True,"{""max_gain"": 8.0, ""smoothing_samples"": 61, ""strength"": 0.5}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.8433359986950014, ""deep_gain_ratio"": 1.3241072776311351, ""deep_zone_contrast"": 0.015217678819826075, ""depth_rms_cv"": 1.7298605139174748, ""hot_pixel_ratio"": 0.005111002018218513, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 3.621074922351951, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=4.499，有效提升=1.705，深浅均衡CV=0.8843，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,-0.25246834581852085,True,"{""max_gain"": 6.0, ""smoothing_samples"": 15, ""strength"": 1.2}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.168360733317959, ""deep_gain_ratio"": 2.216715260043517, ""deep_zone_contrast"": 0.025476229480967155, ""depth_rms_cv"": 1.4008081168968787, ""hot_pixel_ratio"": 0.003632793323514973, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 6.0000000018404895, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=6.000，有效提升=1.946，深浅均衡CV=1.0458，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,-0.25862833160691534,True,"{""max_gain"": 12.0, ""smoothing_samples"": 101, ""strength"": 0.5}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.8184885540442334, ""deep_gain_ratio"": 1.267070691872383, ""deep_zone_contrast"": 0.014562169664549044, ""depth_rms_cv"": 1.783126307541804, ""hot_pixel_ratio"": 0.005291005291005291, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 3.456881361451095, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=4.426，有效提升=1.691，深浅均衡CV=0.8790，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,-0.28323472976666875,True,"{""max_gain"": 6.0, ""smoothing_samples"": 15, ""strength"": 0.8}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.0245091368075518, ""deep_gain_ratio"": 1.7857277137061771, ""deep_zone_contrast"": 0.0205229827415941, ""depth_rms_cv"": 1.4885957153266423, ""hot_pixel_ratio"": 0.004232804232804233, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 5.905464722784431, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=6.000，有效提升=1.946，深浅均衡CV=0.9365，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,-0.2911839001223038,True,"{""max_gain"": 6.0, ""smoothing_samples"": 31, ""strength"": 1.2}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.144651740184363, ""deep_gain_ratio"": 2.141347161334805, ""deep_zone_contrast"": 0.0246100402085526, ""depth_rms_cv"": 1.4136013310462185, ""hot_pixel_ratio"": 0.0037473408607429227, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 6.0000000018404895, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=6.000，有效提升=1.946，深浅均衡CV=1.0335，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,-0.2946476139863172,True,"{""max_gain"": 8.0, ""smoothing_samples"": 101, ""strength"": 0.5}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.8177051114843603, ""deep_gain_ratio"": 1.2652952677683422, ""deep_zone_contrast"": 0.01454176509896686, ""depth_rms_cv"": 1.7904333252415952, ""hot_pixel_ratio"": 0.005291005291005291, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 3.447980264425655, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=4.369，有效提升=1.681，深浅均衡CV=0.9006，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,-0.2996498532842522,True,"{""max_gain"": 6.0, ""smoothing_samples"": 15, ""strength"": 0.5}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.8593947451712122, ""deep_gain_ratio"": 1.3617308120497675, ""deep_zone_contrast"": 0.015650077970953555, ""depth_rms_cv"": 1.7038585039912129, ""hot_pixel_ratio"": 0.0048928162330224186, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 3.7229073728733915, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=4.379，有效提升=1.683，深浅均衡CV=0.9142，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,-0.3000112080350129,True,"{""max_gain"": 6.0, ""smoothing_samples"": 61, ""strength"": 1.2}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.141832227848646, ""deep_gain_ratio"": 2.1325025688407564, ""deep_zone_contrast"": 0.02450839121821741, ""depth_rms_cv"": 1.4244153346293207, ""hot_pixel_ratio"": 0.003954617356679213, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 6.0000000018404895, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=6.000，有效提升=1.946，深浅均衡CV=1.0251，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,-0.3026318246111124,True,"{""max_gain"": 6.0, ""smoothing_samples"": 61, ""strength"": 0.5}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.8414005712184683, ""deep_gain_ratio"": 1.3196134866536298, ""deep_zone_contrast"": 0.015166032651170126, ""depth_rms_cv"": 1.740885079528921, ""hot_pixel_ratio"": 0.005111002018218513, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 3.5888538438496673, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=4.335，有效提升=1.674，深浅均衡CV=0.9140，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,-0.30320485349010307,True,"{""max_gain"": 6.0, ""smoothing_samples"": 31, ""strength"": 0.5}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.8443642242845054, ""deep_gain_ratio"": 1.3264982132066678, ""deep_zone_contrast"": 0.015245157325746266, ""depth_rms_cv"": 1.7235915318355362, ""hot_pixel_ratio"": 0.005018273059510173, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 3.626501964176345, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=4.300，有效提升=1.668，深浅均衡CV=0.9094，过曝比=0.0002，窗口下限=42。
energy_decay_gain,coarse,-0.33639735443171104,True,"{""max_gain"": 6.0, ""smoothing_samples"": 15, ""strength"": 1.0}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.107022618110318, ""deep_gain_ratio"": 2.025337386861687, ""deep_zone_contrast"": 0.023276764938703832, ""depth_rms_cv"": 1.4287796610395442, ""hot_pixel_ratio"": 0.003796432662412044, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 6.0000000018404895, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=6.000，有效提升=1.946，深浅均衡CV=1.0038，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,-0.34292244374628944,True,"{""max_gain"": 6.0, ""smoothing_samples"": 101, ""strength"": 0.5}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 0.8163343695657296, ""deep_gain_ratio"": 1.2621922597841573, ""deep_zone_contrast"": 0.014506102898723417, ""depth_rms_cv"": 1.7997123758771227, ""hot_pixel_ratio"": 0.005291005291005291, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 3.4251549576545965, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=4.250，有效提升=1.658，深浅均衡CV=0.9255，过曝比=0.0003，窗口下限=42。
energy_decay_gain,coarse,-0.36708743666035903,True,"{""max_gain"": 6.0, ""smoothing_samples"": 61, ""strength"": 1.0}","{""clipping_ratio"": 4.909180166912126e-05, ""deep_gain_effective"": 1.071068186935547, ""deep_gain_ratio"": 1.9184953341214268, ""deep_zone_contrast"": 0.02204885231370795, ""depth_rms_cv"": 1.455895602575803, ""hot_pixel_ratio"": 0.004221894943544428, ""recommended_min_window"": 42.0, ""shallow_blow_ratio"": 6.0000000018404895, ""short_window_ratio"": 0.0, ""window"": 0.0}",深部对比提升=6.000，有效提升=1.946，深浅均衡CV=0.9678，过曝比=0.0001，窗口下限=42。
