method_key,stage,score,valid,params,metrics,reason
dewow,fine,-0.4860173970529147,True,"{""_low_energy_guard"": true, ""_seed_rank"": 1, ""window"": 16}","{""baseline_bias_after"": 1.3371873355630046e-06, ""baseline_bias_before"": 0.00035944174352214777, ""baseline_drop"": 0.9962798218079515, ""low_freq_drop"": 5.683589710014026e-09, ""low_freq_energy_ratio_after"": 0.9999999943107082, ""low_freq_energy_ratio_before"": 0.9999999999942979, ""peak_fidelity"": 2.3060877502547008e-08, ""peak_ratio"": 0.030293628848697997, ""peak_ratio_raw"": 0.030293628848697997, ""target_band_energy_ratio"": 0.4667362858297359, ""target_band_fidelity"": 0.010013983060205237, ""target_band_keep"": 0.4667362858297359}",基线改善=0.968，低频改善=-0.000，目标频带保真=0.000，峰值保真=0.000。
dewow,fine,-0.486302107411424,True,"{""_low_energy_guard"": true, ""_seed_rank"": 1, ""window"": 11}","{""baseline_bias_after"": 8.014172844780029e-07, ""baseline_bias_before"": 0.00035944174352214777, ""baseline_drop"": 0.9977703833822278, ""low_freq_drop"": 1.582681075094215e-08, ""low_freq_energy_ratio_after"": 0.9999999841674871, ""low_freq_energy_ratio_before"": 0.9999999999942979, ""peak_fidelity"": 1.5717839152002245e-09, ""peak_ratio"": 0.0177580451643707, ""peak_ratio_raw"": 0.0177580451643707, ""target_band_energy_ratio"": 0.4135628746331079, ""target_band_fidelity"": 0.004822059936481664, ""target_band_keep"": 0.4135628746331079}",基线改善=0.981，低频改善=-0.000，目标频带保真=0.000，峰值保真=0.000。
dewow,fine,-0.48830946609425796,True,"{""_low_energy_guard"": true, ""_seed_rank"": 1, ""window"": 14}","{""baseline_bias_after"": 1.0516378431621646e-06, ""baseline_bias_before"": 0.00035944174352214777, ""baseline_drop"": 0.9970742467670638, ""low_freq_drop"": 1.0055274057898127e-08, ""low_freq_energy_ratio_after"": 0.9999999899390238, ""low_freq_energy_ratio_before"": 0.9999999999942979, ""peak_fidelity"": 6.602620311104697e-09, ""peak_ratio"": 0.023623463234616778, ""peak_ratio_raw"": 0.023623463234616778, ""target_band_energy_ratio"": 0.4338610838115308, ""target_band_fidelity"": 0.006441050284956041, ""target_band_keep"": 0.4338610838115308}",基线改善=0.975，低频改善=-0.000，目标频带保真=0.000，峰值保真=0.000。
dewow,fine,-0.48904521259786476,True,"{""_low_energy_guard"": true, ""_seed_rank"": 1, ""window"": 21}","{""baseline_bias_after"": 2.6370855669628796e-06, ""baseline_bias_before"": 0.00035944174352214777, ""baseline_drop"": 0.9926633853343738, ""low_freq_drop"": 1.9230672610003073e-09, ""low_freq_energy_ratio_after"": 0.9999999980712306, ""low_freq_energy_ratio_before"": 0.9999999999942979, ""peak_fidelity"": 4.6024353891840603e-07, ""peak_ratio"": 0.054938862394653155, ""peak_ratio_raw"": 0.054938862394653155, ""target_band_energy_ratio"": 0.5209334318331521, ""target_band_fidelity"": 0.019447494734120926, ""target_band_keep"": 0.5209334318331521}",基线改善=0.941，低频改善=-0.000，目标频带保真=0.000，峰值保真=0.000。
dewow,coarse,-6.10041919994122,True,"{""window"": 1018}","{""baseline_bias_after"": 0.027533302468012253, ""baseline_bias_before"": 0.00035944174352214777, ""baseline_drop"": -1.0, ""low_freq_drop"": 1.408057004334253e-09, ""low_freq_energy_ratio_after"": 0.9999999985862409, ""low_freq_energy_ratio_before"": 0.9999999999942979, ""peak_fidelity"": 0.9992678156014502, ""peak_ratio"": 1.0001456594311238, ""peak_ratio_raw"": 1.0001456594311238, ""target_band_energy_ratio"": 497.6184624021845, ""target_band_fidelity"": 5.081295795532417e-17, ""target_band_keep"": 1.25}",基线改善=-1.000，低频改善=0.000，目标频带保真=0.000，峰值保真=0.999。
dewow,fine,-6.10041919994122,True,"{""_low_energy_guard"": true, ""_seed_rank"": 2, ""window"": 1018}","{""baseline_bias_after"": 0.027533302468012253, ""baseline_bias_before"": 0.00035944174352214777, ""baseline_drop"": -1.0, ""low_freq_drop"": 1.408057004334253e-09, ""low_freq_energy_ratio_after"": 0.9999999985862409, ""low_freq_energy_ratio_before"": 0.9999999999942979, ""peak_fidelity"": 0.9992678156014502, ""peak_ratio"": 1.0001456594311238, ""peak_ratio_raw"": 1.0001456594311238, ""target_band_energy_ratio"": 497.6184624021845, ""target_band_fidelity"": 5.081295795532417e-17, ""target_band_keep"": 1.25}",基线改善=-1.000，低频改善=0.000，目标频带保真=0.000，峰值保真=0.999。
dewow,coarse,-6.101338263272874,True,"{""window"": 392}","{""baseline_bias_after"": 3.5391572189062, ""baseline_bias_before"": 0.00035944174352214777, ""baseline_drop"": -1.0, ""low_freq_drop"": 7.267237142369125e-05, ""low_freq_energy_ratio_after"": 0.9999273276228746, ""low_freq_energy_ratio_before"": 0.9999999999942979, ""peak_fidelity"": 0.9961208027564211, ""peak_ratio"": 0.999227416841569, ""peak_ratio_raw"": 0.999227416841569, ""target_band_energy_ratio"": 25303930.95084711, ""target_band_fidelity"": 1.869168407314853e-45, ""target_band_keep"": 1.25}",基线改善=-1.000，低频改善=0.000，目标频带保真=0.000，峰值保真=1.000。
dewow,coarse,-6.102468268719102,True,"{""window"": 891}","{""baseline_bias_after"": 0.1606904275901275, ""baseline_bias_before"": 0.00035944174352214777, ""baseline_drop"": -1.0, ""low_freq_drop"": 7.305200022719749e-08, ""low_freq_energy_ratio_after"": 0.9999999269422977, ""low_freq_energy_ratio_before"": 0.9999999999942979, ""peak_fidelity"": 0.9945204476727237, ""peak_ratio"": 0.9989079867470677, ""peak_ratio_raw"": 0.9989079867470677, ""target_band_energy_ratio"": 25880.23504700734, ""target_band_fidelity"": 2.177035567995848e-27, ""target_band_keep"": 1.25}",基线改善=-1.000，低频改善=0.000，目标频带保真=0.000，峰值保真=0.998。
dewow,fine,-6.10323685924931,True,"{""_low_energy_guard"": true, ""_seed_rank"": 2, ""window"": 865}","{""baseline_bias_after"": 0.19128220512110855, ""baseline_bias_before"": 0.00035944174352214777, ""baseline_drop"": -1.0, ""low_freq_drop"": 1.216415904677079e-07, ""low_freq_energy_ratio_after"": 0.9999998783527074, ""low_freq_energy_ratio_before"": 0.9999999999942979, ""peak_fidelity"": 0.9931639506063505, ""peak_ratio"": 0.9986369079720427, ""peak_ratio_raw"": 0.9986369079720427, ""target_band_energy_ratio"": 43197.4134152724, ""target_band_fidelity"": 9.854513872572165e-29, ""target_band_keep"": 1.25}",基线改善=-1.000，低频改善=0.000，目标频带保真=0.000，峰值保真=0.997。
dewow,coarse,-6.164390227703363,True,"{""window"": 713}","{""baseline_bias_after"": 4.568824787332324, ""baseline_bias_before"": 0.00035944174352214777, ""baseline_drop"": -1.0, ""low_freq_drop"": 4.619001086318656e-05, ""low_freq_energy_ratio_after"": 0.999953809983435, ""low_freq_energy_ratio_before"": 0.9999999999942979, ""peak_fidelity"": 0.9210927100392255, ""peak_ratio"": 0.9837883821034381, ""peak_ratio_raw"": 0.9837883821034381, ""target_band_energy_ratio"": 16257637.07491841, ""target_band_fidelity"": 2.706804850813129e-44, ""target_band_keep"": 1.25}",基线改善=-1.000，低频改善=0.000，目标频带保真=0.000，峰值保真=0.839。
dewow,fine,-6.164390227703363,True,"{""_low_energy_guard"": true, ""_seed_rank"": 2, ""window"": 713}","{""baseline_bias_after"": 4.568824787332324, ""baseline_bias_before"": 0.00035944174352214777, ""baseline_drop"": -1.0, ""low_freq_drop"": 4.619001086318656e-05, ""low_freq_energy_ratio_after"": 0.999953809983435, ""low_freq_energy_ratio_before"": 0.9999999999942979, ""peak_fidelity"": 0.9210927100392255, ""peak_ratio"": 0.9837883821034381, ""peak_ratio_raw"": 0.9837883821034381, ""target_band_energy_ratio"": 16257637.07491841, ""target_band_fidelity"": 2.706804850813129e-44, ""target_band_keep"": 1.25}",基线改善=-1.000，低频改善=0.000，目标频带保真=0.000，峰值保真=0.839。
dewow,coarse,-6.179509854283346,True,"{""window"": 256}","{""baseline_bias_after"": 0.9244940281304724, ""baseline_bias_before"": 0.00035944174352214777, ""baseline_drop"": -1.0, ""low_freq_drop"": 2.0990882576241498e-05, ""low_freq_energy_ratio_after"": 0.9999790091117218, ""low_freq_energy_ratio_before"": 0.9999999999942979, ""peak_fidelity"": 0.8673214377401901, ""peak_ratio"": 1.0287099582526578, ""peak_ratio_raw"": 1.0287099582526578, ""target_band_energy_ratio"": 8363871.832427823, ""target_band_fidelity"": 1.5011147632489146e-42, ""target_band_keep"": 1.25}",基线改善=-1.000，低频改善=0.000，目标频带保真=0.000，峰值保真=0.868。
dewow,coarse,-6.234522082968406,True,"{""window"": 570}","{""baseline_bias_after"": 10.141481905499136, ""baseline_bias_before"": 0.00035944174352214777, ""baseline_drop"": -1.0, ""low_freq_drop"": 0.00037221595231330586, ""low_freq_energy_ratio_after"": 0.9996277840419867, ""low_freq_energy_ratio_before"": 0.9999999999942979, ""peak_fidelity"": 0.7136883627556738, ""peak_ratio"": 0.9351258496619949, ""peak_ratio_raw"": 0.9351258496619949, ""target_band_energy_ratio"": 126079941.9290635, ""target_band_fidelity"": 1.1422687226422585e-49, ""target_band_keep"": 1.25}",基线改善=-1.000，低频改善=0.000，目标频带保真=0.000，峰值保真=0.915。
dewow,coarse,-6.330339781678651,True,"{""window"": 128}","{""baseline_bias_after"": 0.004424357815285208, ""baseline_bias_before"": 0.00035944174352214777, ""baseline_drop"": -1.0, ""low_freq_drop"": 2.9381221678005277e-08, ""low_freq_energy_ratio_after"": 0.9999999706130762, ""low_freq_energy_ratio_before"": 0.9999999999942979, ""peak_fidelity"": 0.5905130047411986, ""peak_ratio"": 0.9005519748573139, ""peak_ratio_raw"": 0.9005519748573139, ""target_band_energy_ratio"": 8668.408103185287, ""target_band_fidelity"": 1.6139132855520665e-24, ""target_band_keep"": 1.25}",基线改善=-1.000，低频改善=-0.000，目标频带保真=0.128，峰值保真=0.625。
frequency_filter_1d,coarse,3.3479136167729884,True,"{""filter_type"": ""bandpass"", ""high_freq_mhz"": 2500.0, ""low_freq_mhz"": 5.0, ""taper_ratio"": 0.12}","{""edge_fidelity"": 0.9941363762175086, ""edge_preservation"": 0.9990271026364533, ""hot_pixel_drop"": 1.0, ""local_saliency_fidelity"": 0.9999930037582496, ""local_saliency_preservation"": 1.000001157983746, ""low_freq_drop"": -3.9917772580193196e-09, ""low_freq_energy_ratio_after"": 0.9999999999999898, ""low_freq_energy_ratio_before"": 0.9999999960082125, ""peak_fidelity"": 0.999879355099353, ""peak_ratio"": 0.9999702162372769, ""target_band_energy_ratio"": 4.498694894616741e-06, ""target_band_fidelity"": 1.2910291140185994e-27}",低频残留改善=-0.000，目标频带保真=0.646，显著结构保真=1.000，边缘保真=0.998。
frequency_filter_1d,coarse,1.9348707600890906,True,"{""filter_type"": ""bandpass"", ""high_freq_mhz"": 2500.0, ""low_freq_mhz"": 150.0, ""taper_ratio"": 0.04}","{""edge_fidelity"": 0.9949606302563452, ""edge_preservation"": 0.9991641523345535, ""hot_pixel_drop"": 1.0, ""local_saliency_fidelity"": 0.9992231211321172, ""local_saliency_preservation"": 1.0001286429166132, ""low_freq_drop"": -3.991777591086228e-09, ""low_freq_energy_ratio_after"": 0.9999999999999901, ""low_freq_energy_ratio_before"": 0.9999999960082125, ""peak_fidelity"": 0.9976129231498077, ""peak_ratio"": 0.999410195583383, ""target_band_energy_ratio"": 4.506260880162599e-06, ""target_band_fidelity"": 1.3019852874598807e-27}",低频残留改善=0.000，目标频带保真=0.000，显著结构保真=1.000，边缘保真=0.998。
frequency_filter_1d,coarse,1.865075226210517,True,"{""filter_type"": ""bandpass"", ""high_freq_mhz"": 2500.0, ""low_freq_mhz"": 300.0, ""taper_ratio"": 0.08}","{""edge_fidelity"": 0.9536225330486439, ""edge_preservation"": 1.0078908122973986, ""hot_pixel_drop"": 1.0, ""local_saliency_fidelity"": 0.9839265005138077, ""local_saliency_preservation"": 1.0026856088935, ""low_freq_drop"": -3.991777924153137e-09, ""low_freq_energy_ratio_after"": 0.9999999999999905, ""low_freq_energy_ratio_before"": 0.9999999960082125, ""peak_fidelity"": 0.9531355532631446, ""peak_ratio"": 0.9882210946076927, ""target_band_energy_ratio"": 4.41404026329666e-06, ""target_band_fidelity"": 1.1734008563559876e-27}",低频残留改善=0.000，目标频带保真=0.000，显著结构保真=0.999，边缘保真=0.965。
