geometry_h5_path,line_no,matches_unified_geometry_h5,materials_path
F:\gprMax-master\user_models\gprMax-Matlab-SFCW-radars-signal-processing-simulation-main\NC9Line\ex_h5\png_color.h5,13,False,F:\gprMax-master\user_models\gprMax-Matlab-SFCW-radars-signal-processing-simulation-main\NC9Line\ex_h5\materials.txt
