relative_path,site,sample_count,trace_count,shallow_energy,middle_energy,deep_energy,deep_shallow_ratio,approx_db_drop
2025-09_营山\Line9origin(36).csv,YingShan,501,2378,0.00596501645627836,7.964799919169228e-05,1.8896113530718216e-05,0.0031678225314583142,49.984782671425165
