candidate_label,candidate_rank,candidate_score,generated_ntraces,local_n9_candidate,one_target_only_improvement,preservation_gap,scene_id,target_A_contrast_ratio,target_A_preservation_ratio,target_B_contrast_ratio,target_B_preservation_ratio,target_imbalance_risk
"""local""",2,9.602205913772005,5,false,false,0.2571339970187002,"""GX-005""",5.679206750386839,0.021297289384301015,13.229477661668927,0.27843128640300124,true
"""local""",1,9.773616120017676,9,true,false,0.28198196186790736,"""GX-005""",4.3640891538508315,0.01618173005033518,14.872798824515002,0.29816369191824255,true
"""medium""",5,1.7984341205607715,21,false,true,0.0407328940100186,"""GX-005""",0.6548206031502062,0.011041451775350545,2.8832330007096747,0.051774345785369144,true
"""large""",6,1.3630472565507727,41,false,true,0.04155207070509889,"""GX-005""",0.24381141544153279,0.011819880602718739,2.421092426048534,0.05337195130781763,true
"""near_full_line""",4,1.9763327941235245,73,false,false,0.042787197637386906,"""GX-005""",1.4976096781099049,0.01202603554289446,2.392217801713026,0.05481323318028137,false
"""full_line""",3,2.620700060862371,105,false,false,0.04144733150744065,"""GX-005""",2.5620009654786413,0.01500323875907739,2.611946507519562,0.05645057026651804,false
