artifact_risk,candidate_label,candidate_rank,candidate_score,clipping_ratio,false_positive_proxy,generated_ntraces,global_energy_ratio,local_n9_candidate,safer_than_scene_median_proxy,scene_id
false,"""local""",2,0.9874702397035396,0.002000875804224071,0.01052888449223628,5,0.013367278425184802,false,true,"""GX-004"""
false,"""local""",1,0.9887287275226763,0.002000875804224071,0.00927039667309975,9,0.010836010672405177,true,true,"""GX-004"""
false,"""medium""",3,0.9871590595479236,0.002000875804224071,0.010840064647852348,21,0.012497715457869167,false,true,"""GX-004"""
false,"""large""",5,0.9799848228908324,0.002000875804224071,0.018014301304943525,41,0.017721330083679005,false,false,"""GX-004"""
false,"""near_full_line""",4,0.9805615618595598,0.002000875804224071,0.017437562336216218,73,0.019904772843263502,false,false,"""GX-004"""
false,"""full_line""",6,0.9679106413188676,0.002000875804224071,0.03008848287690834,105,0.025460306763330033,false,false,"""GX-004"""
